,alpha,D_0,K_sat,d,Iz_over_K_steady,friction_angle,cohesion,weight_of_water,weight_of_soil,time_of_failure,S,Z,row,col,insar_failtime,insar_prefailtime
1010,0.07476315591834408,7.011949585373929e-05,1.9012065693323513e-07,2.1319943615599892,0.3017652058609081,0.2789885980266437,5996.683757803188,9800.673205705429,15008.809659216466,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1011,0.07370809326416684,1.601604729610765e-05,5.56627971385066e-08,1.2180605340638122,0.6315038631632044,0.2275517410067697,4452.295319240589,9800.38010998143,28617.652521276006,2678400.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1012,0.07505201956791642,3.79963264051091e-05,1.1529901643161573e-07,1.5345835515844144,0.6258373499296839,0.2748574135774885,6350.677776224447,9800.806719247159,19884.709710098872,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1013,0.07408212043125839,3.706646796039198e-05,2.02711032472157e-07,1.8289876304890056,0.19869731588475725,0.5291013815944559,7449.42671880977,9800.386523582303,13016.003782524553,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1014,0.07560119873512637,1.123731951114464e-05,1.3527731904913679e-08,1.632849092935991,0.7022874018139604,0.29859248620830314,12829.455338943879,9800.332558352446,15556.898903844773,9244800.0,0.08447381,620.79803,559,1081,9676800.0,5356800.0
1015,0.07474855225873332,2.9952879708480868e-06,1.9982958766829814e-08,0.7873252661494643,0.6482454367883017,0.4170170242248107,7661.148417610522,9800.100066302648,24995.083563559907,9590400.0,0.08447381,620.79803,559,1081,9676800.0,5356800.0
1016,0.08465440652526597,2.607647075837353e-06,1.824777995940884e-08,2.2837548366931264,0.7206134542528483,0.4892599098104461,6322.366245985536,9800.803918610503,22992.525215001548,9590400.0,0.08447381,620.79803,559,1081,9676800.0,5356800.0
1017,0.08472610821325953,8.638248189665022e-06,4.0051273491082535e-08,1.7426108200245003,0.40096674599885895,0.4599439441149757,8805.95445498043,9800.407467178236,15678.575532901954,5529600.0,0.08447381,620.79803,559,1081,9676800.0,5356800.0
1018,0.07234486685149066,5.846614017549137e-05,1.758427211753056e-07,1.3741196547692254,0.26536688303693345,0.4378405579402696,6014.88208584906,9800.77906129244,23189.08391560948,1641600.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1019,0.07693679063460795,4.533906249103438e-05,2.809103616581615e-07,0.9622320462165224,0.13120408513306714,0.4101508945774332,5035.062086525895,9800.464110578268,22767.82040724328,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1020,0.07416403331344285,5.254664053904386e-05,1.680736955156611e-08,1.9092527903642142,0.1165179768377385,0.2348950110068357,5157.101674592498,9800.711447498335,17256.865748323602,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1021,0.07698852399789856,1.9598997120198246e-05,2.099315887276412e-08,1.1151697055202967,0.3727577827132528,0.4009010388220752,5853.017549048493,9800.043731795988,24565.42804819356,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1022,0.07603460098796118,4.884183617136518e-05,5.0901892487370516e-08,1.1039954542574426,0.2308207200880789,0.4845731824660328,3844.5727432736253,9800.7668498854,23737.83998005036,432000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1023,0.077221454718759,6.818011906304027e-05,1.2071235039580373e-07,1.0637691913293772,0.2923746659804346,0.4754442666226673,7744.949317941019,9800.091155157295,18208.93843384539,432000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1024,0.07484700661920607,1.7247073680742096e-05,1.4465141249892467e-08,0.9841630344825112,0.5379289224318181,0.26581580799145177,6280.467235927683,9800.527670847358,17270.580646785704,1814400.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1025,0.07741368609488931,2.5265593191359893e-05,1.8571049541945504e-08,1.5212881210221867,0.5143128302559601,0.3160519864112321,5751.985766926087,9800.811946984484,14404.931068130876,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1026,0.07403493232582001,5.264547216464125e-05,3.604440478795446e-08,2.377107733127461,0.4349749396768983,0.2361363953725181,4694.765683545029,9800.303400527326,23079.663711444653,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1027,0.07526345489664521,5.135724027084652e-05,4.125490460734928e-08,2.5076129509818887,0.3855821854750363,0.4248057731030711,8413.505042363679,9800.935770827296,23075.728309706574,1728000.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1028,0.07467906676842015,6.748024311011923e-05,5.1017876938899667e-08,2.2195666567154904,0.6230874426631821,0.26734058735913924,6347.975152956425,9800.619108677209,15664.14198799606,1641600.0,0.0745454,618.99414,559,1082,2764800.0,0.0
1029,0.08329009309970141,1.3736695134738173e-05,3.895892761754976e-08,1.3362200911587891,0.12913737115646667,0.4729150552224105,13515.433379929273,9800.394100673764,24321.526733131715,7344000.0,0.07978765,793.51953,563,997,8294400.0,5356800.0
1030,0.07858753154367377,1.2571437488613662e-05,3.991943621459896e-08,3.253279121848897,0.12823749368352766,0.4683522662305262,4508.471658528792,9800.439871168132,26492.603304011347,7344000.0,0.07978765,793.51953,563,997,8294400.0,5356800.0
1031,0.14273391618668066,5.027122614531559e-06,2.8497966607227157e-08,0.6032861507020673,0.5654745627827547,0.5588801213565027,14360.03310428609,9800.005812877673,12365.736878400989,7344000.0,0.13693447,731.4121,563,1030,8294400.0,5356800.0
1032,0.13275841425110116,1.7241172844665108e-05,4.566190875024119e-08,1.4439196081732404,0.21662854289553085,0.3829016594394989,14908.989669985427,9800.705093703737,16618.485945362383,7430400.0,0.13693447,731.4121,563,1030,8294400.0,5356800.0
1033,0.07234486685149066,5.846614017549137e-05,1.758427211753056e-07,1.3741196547692254,0.26536688303693345,0.4378405579402696,6014.88208584906,9800.77906129244,23189.08391560948,1641600.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1034,0.07693679063460795,4.533906249103438e-05,2.809103616581615e-07,0.9622320462165224,0.13120408513306714,0.4101508945774332,5035.062086525895,9800.464110578268,22767.82040724328,1728000.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1035,0.07416403331344285,5.254664053904386e-05,1.680736955156611e-08,1.9092527903642142,0.1165179768377385,0.2348950110068357,5157.101674592498,9800.711447498335,17256.865748323602,1728000.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1036,0.09004452070870551,2.7582622802753198e-05,3.302754609785042e-08,1.9694052045417476,0.21360251053652304,0.27652791118921816,4620.358811946029,9800.242301724333,26432.84234394661,1814400.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1037,0.08846046083425617,3.154341735488761e-05,1.8308177914553253e-08,1.5231975287499389,0.2898970703085466,0.4233800079701776,6420.553603020485,9800.199857218155,16890.41294217689,1641600.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1038,0.08908434461905576,3.4398854145825525e-05,1.096235033209802e-07,1.3680823322981617,0.4579670323140198,0.3086289131639688,5600.608477865532,9800.256842212731,13536.669728892117,1728000.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1039,0.08872046840263573,1.9588516490184266e-05,2.67913755830626e-07,0.9390764304666092,0.5355839006022676,0.41782551411064656,4284.579655615172,9800.320991354969,21327.752138872504,1728000.0,0.08659402,710.4038,564,970,2764800.0,-1.0
1040,0.08580164462101987,2.415725715262418e-05,3.438390595613535e-08,1.3637412145601204,0.18338730804381592,0.4884770139020974,4153.0636276601945,9800.03539081631,28980.04699590214,1641600.0,0.08659402,710.4038,564,970,2764800.0,-1.0
